704614538	20171107	201711	2017	2017.8411	GOV	KINGDOM						GOV			CVL	TENANTS						CVL			1	042	042	04	1	1.9	3	1	3	0.526315789473686	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Manama, Al Manamah, Bahrain	BA	BA02	25307	26.2361	50.5831	-784833	20171107111500	http://www.arabianbusiness.com/industries/retail/382952-bahrain-set-to-see-734m-retail-space-boom-by-2020
704614539	20171107	201711	2017	2017.8411	GOV	AUTHORITIES						GOV			CVLCVL	SMALL TOWN						CVL	CVL		0	1123	112	11	3	-2.0	2	1	2	-7.04607046070461	2	Texas, United States	US	USTX		31.106	-97.6475	TX	3	Wilson County, Texas, United States	US	USTX		29.1669	-98.0669	1384032	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20171107111500	https://www.ksat.com/news/national/after-texas-shooting-most-of-our-church-family-is-gone
704614540	20171107	201711	2017	2017.8411	GOV	GOVERNMENT						GOV			EDU	STUDENT						EDU			1	036	036	03	1	4.0	15	1	10	-0.26666666666667	4	Nyeri, Central, Kenya	KE	KE01	18585	-0.420132	36.9476	-2260131	4	Nyeri, Central, Kenya	KE	KE01	18585	-0.420132	36.9476	-2260131	4	Nyeri, Central, Kenya	KE	KE01	18585	-0.420132	36.9476	-2260131	20171107111500	http://allafrica.com/stories/201711070616.html
704614541	20171107	201711	2017	2017.8411	GOV	AMBASSADOR						GOV			EGYGOV	CAIRO	EGY					GOV			1	020	020	02	1	3.0	3	1	3	3.60824742268041	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	20171107111500	https://www2.fundsforngos.org/arts-and-culture/u-s-embassy-in-cairo-2018-ambassadors-fund-for-cultural-preservation-afcp-competition/
704614542	20171107	201711	2017	2017.8411	GOV	AMBASSADOR						GOV			EGYGOV	CAIRO	EGY					GOV			1	032	032	03	1	4.5	3	1	3	3.60824742268041	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	20171107111500	https://www2.fundsforngos.org/arts-and-culture/u-s-embassy-in-cairo-2018-ambassadors-fund-for-cultural-preservation-afcp-competition/
704614543	20171107	201711	2017	2017.8411	GOV	MINIST						GOV			FRA	PARIS	FRA								1	031	031	03	1	5.2	1	1	1	2.11480362537764	1	Denmark	DA	DA		56	10	DA	1	Denmark	DA	DA		56	10	DA	1	Denmark	DA	DA		56	10	DA	20171107111500	http://cphpost.dk/news/denmark-bracing-itself-for-cop23-action-in-bonn.html
704614544	20171107	201711	2017	2017.8411	GOV	MINIST						GOV			FRA	PARIS	FRA								1	031	031	03	1	5.2	1	1	1	2.11480362537764	1	Syria	SY	SY		35	38	SY	1	Denmark	DA	DA		56	10	DA	1	Syria	SY	SY		35	38	SY	20171107111500	http://cphpost.dk/news/denmark-bracing-itself-for-cop23-action-in-bonn.html
704614545	20171107	201711	2017	2017.8411	GOV	KING						GOV			FRA	FRENCH	FRA								1	0874	087	08	2	10.0	10	1	10	-10.1851851851852	0								0								0								20171107111500	https://1051rocks.iheart.com/content/2017-11-07-triple-murderer-to-serve-life-sentence/
704614546	20171107	201711	2017	2017.8411	GOV	FIREFIGHTER						GOV			GBR	UNITED KINGDOM	GBR								1	020	020	02	1	3.0	8	1	8	-4.87804878048781	4	Alcester, Warwickshire, United Kingdom	UK	UKP3	40135	52.2167	-1.86667	-2588023	4	Alcester, Warwickshire, United Kingdom	UK	UKP3	40135	52.2167	-1.86667	-2588023	4	Alcester, Warwickshire, United Kingdom	UK	UKP3	40135	52.2167	-1.86667	-2588023	20171107111500	https://stratfordobserver.co.uk/news/suspected-arson-attack-strikes-heart-of-alcester-community/
704614547	20171107	201711	2017	2017.8411	GOV	MAYOR						GOV			GBR	UNITED KINGDOM	GBR								0	1723	172	17	4	-5.0	1	1	1	1.60051216389245	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171107111500	http://www.citymetric.com/horizons/so-what-exactly-smart-city-3460
704614548	20171107	201711	2017	2017.8411	GOV	FIREFIGHTER						GOV			GBR	UNITED KINGDOM	GBR								1	180	180	18	4	-9.0	8	1	8	-4.87804878048781	4	Alcester, Warwickshire, United Kingdom	UK	UKP3	40135	52.2167	-1.86667	-2588023	4	Alcester, Warwickshire, United Kingdom	UK	UKP3	40135	52.2167	-1.86667	-2588023	4	Alcester, Warwickshire, United Kingdom	UK	UKP3	40135	52.2167	-1.86667	-2588023	20171107111500	https://stratfordobserver.co.uk/news/suspected-arson-attack-strikes-heart-of-alcester-community/
704614549	20171107	201711	2017	2017.8411	GOV	CHIEF EXECUTIVE						GOV			GHA	GHANA	GHA								0	010	010	01	1	0.0	2	1	2	-0.32679738562092	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	20171107111500	https://www.graphic.com.gh/news/general-news/ama-starts-property-revaluation-exercise.html
704614550	20171107	201711	2017	2017.8411	GOV	PRESIDENT						GOV			IGOUNODEVWBK	WORLD BANK		UNO				IGO	DEV		0	057	057	05	1	8.0	5	1	5	1.60427807486631	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	20171107111500	http://www.bi-me.com/main.php?id=73733&t=1
704614551	20171107	201711	2017	2017.8411	GOV	FOREIGN SECRETARY						GOV			IRN	IRAN	IRN								0	020	020	02	1	3.0	2	1	2	-6.0952380952381	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171107111500	https://news.sky.com/story/nazanin-zaghari-ratcliffe-fox-says-boris-johnson-blunder-not-serious-11117116
704614552	20171107	201711	2017	2017.8411	GOV	FOREIGN SECRETARY						GOV			IRN	IRAN	IRN								1	020	020	02	1	3.0	10	1	10	-7.13178294573643	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	20171107111500	https://www.thesun.co.uk/news/4860372/boris-johnson-calls-iranian-foreign-minister-to-plead-for-mercy-for-british-mum-who-faces-five-more-years-in-jail-thanks-to-his-gaffe/
704614553	20171107	201711	2017	2017.8411	GOV	REGIME						GOV			IRN	IRAN	IRN								0	112	112	11	3	-2.0	2	1	2	-6.0952380952381	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171107111500	https://news.sky.com/story/nazanin-zaghari-ratcliffe-fox-says-boris-johnson-blunder-not-serious-11117116
704614554	20171107	201711	2017	2017.8411	GOV	FOREIGN SECRETARY						GOV			IRN	IRAN	IRN								0	130	130	13	3	-4.4	2	1	2	-6.0952380952381	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171107111500	https://news.sky.com/story/nazanin-zaghari-ratcliffe-fox-says-boris-johnson-blunder-not-serious-11117116
704614555	20171107	201711	2017	2017.8411	GOV	FOREIGN SECRETARY						GOV			IRN	IRAN	IRN								0	130	130	13	3	-4.4	2	1	2	-6.0952380952381	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171107111500	https://news.sky.com/story/nazanin-zaghari-ratcliffe-fox-says-boris-johnson-blunder-not-serious-11117116
704614556	20171107	201711	2017	2017.8411	GOV	ADMINISTRATION						GOV			IRN	IRANIAN	IRN								1	192	192	19	4	-9.5	1	1	1	-4.90716180371353	4	Allahu Akbar, Khorasan-e Ra?avi, Iran	IR	IR42	41069	37.2638	58.965	-3052808	4	Allahu Akbar, Khorasan-e Ra?avi, Iran	IR	IR42	41069	37.2638	58.965	-3052808	4	Allahu Akbar, Khorasan-e Ra?avi, Iran	IR	IR42	41069	37.2638	58.965	-3052808	20171107111500	http://www.nationalreview.com/article/453473/middle-east-threat-remains-beware-iranian-syrian-hezbollah-attack-israel
704614557	20171107	201711	2017	2017.8411	GOV	ADMINISTRATION						GOV			IRN	IRANIAN	IRN								1	192	192	19	4	-9.5	1	1	1	-4.90716180371353	1	United States	US	US		39.828175	-98.5795	US	4	Allahu Akbar, Khorasan-e Ra?avi, Iran	IR	IR42	41069	37.2638	58.965	-3052808	1	United States	US	US		39.828175	-98.5795	US	20171107111500	http://www.nationalreview.com/article/453473/middle-east-threat-remains-beware-iranian-syrian-hezbollah-attack-israel
704614558	20171107	201711	2017	2017.8411	GOV	ADMINISTRATION						GOV			ISR	ISRAEL	ISR								0	042	042	04	1	1.9	4	1	4	-0.41580041580041	4	Jordan River, Israel (general), Israel	IS	IS00	65745	31.7633	35.5575	-780293	4	Jordan River, Israel (general), Israel	IS	IS00	65745	31.7633	35.5575	-780293	4	Jordan River, Israel (general), Israel	IS	IS00	65745	31.7633	35.5575	-780293	20171107111500	https://www.haaretz.com/israel-news/1.821408
704614559	20171107	201711	2017	2017.8411	GOV	PRESIDENT						GOV			JPN	JAPAN	JPN								0	015	015	01	1	0.0	2	1	2	0.19255455712452	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	20171107111500	http://www.ivpressonline.com/news/world/trump-projects-optimism-ahead-of-south-korea-talks/article_c22afc3d-6730-56f6-a592-429f02d82d74.html
704614560	20171107	201711	2017	2017.8411	GOV	PRESIDENT						GOV			JPN	JAPAN	JPN								0	037	037	03	1	5.0	2	1	2	-0.53929121725732	4	Osan, Cholla-namdo, South Korea	KS	KS16	24974	34.9096	127.448	10075963	4	Osan, Cholla-namdo, South Korea	KS	KS16	24974	34.9096	127.448	10075963	4	Osan, Cholla-namdo, South Korea	KS	KS16	24974	34.9096	127.448	10075963	20171107111500	https://www.stripes.com/news/pacific/trump-us-prepared-to-use-unmatched-military-capabilities-against-north-korea-1.496564
704614561	20171107	201711	2017	2017.8411	GOV	PRESIDENT						GOV			JPN	JAPAN	JPN								0	037	037	03	1	5.0	8	1	8	-0.53929121725732	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20171107111500	https://www.stripes.com/news/pacific/trump-us-prepared-to-use-unmatched-military-capabilities-against-north-korea-1.496564
704614562	20171107	201711	2017	2017.8411	GOV	PRESIDENT						GOV			JPN	JAPANESE	JPN								1	040	040	04	1	1.0	2	1	2	0.19255455712452	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	20171107111500	http://www.ivpressonline.com/news/world/trump-projects-optimism-ahead-of-south-korea-talks/article_c22afc3d-6730-56f6-a592-429f02d82d74.html
704614563	20171107	201711	2017	2017.8411	GOV	PRESIDENT						GOV			JPN	JAPANESE	JPN								1	040	040	04	1	1.0	4	1	4	0.19255455712452	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171107111500	http://www.ivpressonline.com/news/world/trump-projects-optimism-ahead-of-south-korea-talks/article_c22afc3d-6730-56f6-a592-429f02d82d74.html
704614564	20171107	201711	2017	2017.8411	GOV	PRESIDENT						GOV			JPN	JAPAN	JPN								1	040	040	04	1	1.0	2	1	2	0.19255455712452	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171107111500	http://www.ivpressonline.com/news/world/trump-projects-optimism-ahead-of-south-korea-talks/article_c22afc3d-6730-56f6-a592-429f02d82d74.html
704614565	20171107	201711	2017	2017.8411	GOV	PRESIDENT						GOV			JPN	JAPAN	JPN								1	046	046	04	1	7.0	2	1	2	0.19255455712452	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20171107111500	http://www.ivpressonline.com/news/world/trump-projects-optimism-ahead-of-south-korea-talks/article_c22afc3d-6730-56f6-a592-429f02d82d74.html
704614566	20171107	201711	2017	2017.8411	GOV	PRESIDENT						GOV			JPN	TOKYO	JPN								1	046	046	04	1	7.0	4	1	4	0.19255455712452	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20171107111500	http://www.ivpressonline.com/news/world/trump-projects-optimism-ahead-of-south-korea-talks/article_c22afc3d-6730-56f6-a592-429f02d82d74.html
704614567	20171107	201711	2017	2017.8411	GOV	GOVERNMENT						GOV			JPN	JAPANESE	JPN								1	057	057	05	1	8.0	4	2	4	-0.64975583288117	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	1	Japan	JA	JA		36	138	JA	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20171107111500	https://economictimes.indiatimes.com/news/politics-and-nation/bullet-train-project-an-exercise-in-vanity-manmohan-singh/articleshow/61545765.cms
704614568	20171107	201711	2017	2017.8411	GOV	GOVERNMENT						GOV			JPN	JAPANESE	JPN								1	057	057	05	1	8.0	4	2	4	-0.64975583288117	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20171107111500	https://economictimes.indiatimes.com/news/politics-and-nation/bullet-train-project-an-exercise-in-vanity-manmohan-singh/articleshow/61545765.cms
704614569	20171107	201711	2017	2017.8411	GOV	GOVERNMENT						GOV			JPN	JAPANESE	JPN								1	060	060	06	2	6.0	4	2	4	-0.64975583288117	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	1	Japan	JA	JA		36	138	JA	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20171107111500	https://economictimes.indiatimes.com/news/politics-and-nation/bullet-train-project-an-exercise-in-vanity-manmohan-singh/articleshow/61545765.cms
704614570	20171107	201711	2017	2017.8411	GOV	GOVERNMENT						GOV			JPN	JAPANESE	JPN								1	060	060	06	2	6.0	4	2	4	-0.64975583288117	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20171107111500	https://economictimes.indiatimes.com/news/politics-and-nation/bullet-train-project-an-exercise-in-vanity-manmohan-singh/articleshow/61545765.cms
704614571	20171107	201711	2017	2017.8411	GOV	GOVERNMENT						GOV			JPNGOV	JAPANESE	JPN					GOV			1	057	057	05	1	8.0	12	2	12	-0.64975583288117	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20171107111500	https://economictimes.indiatimes.com/news/politics-and-nation/bullet-train-project-an-exercise-in-vanity-manmohan-singh/articleshow/61545765.cms
704614572	20171107	201711	2017	2017.8411	GOV	GOVERNMENT						GOV			JPNGOV	JAPANESE	JPN					GOV			1	060	060	06	2	6.0	12	2	12	-0.64975583288117	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20171107111500	https://economictimes.indiatimes.com/news/politics-and-nation/bullet-train-project-an-exercise-in-vanity-manmohan-singh/articleshow/61545765.cms
704614573	20171107	201711	2017	2017.8411	GOV	PRESIDENT						GOV			JUD	ATTORNEY						JUD			1	040	040	04	1	1.0	8	1	8	0	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	20171107111500	http://www.dispatch.com/news/20171107/columbus-schools-ohio-state-havent-closed-indianola-middle-school-sale
704614574	20171107	201711	2017	2017.8411	GOV	PRIME MINISTER						GOV			LBN	LEBANON	LBN								0	010	010	01	1	0.0	2	1	2	-4.31400282885431	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	20171107111500	https://en.dailypakistan.com.pk/opinion/saudi-arabia-in-perspective-not-for-the-faint-hearted/
704614575	20171107	201711	2017	2017.8411	GOV	PRESIDENT						GOV			LBNGOV	LEBANON	LBN					GOV			1	0831	083	08	2	5.0	2	1	2	0	4	Baabda, Mont-Liban, Lebanon	LE	LE05	18808	33.8339	35.5442	-801097	4	Baabda, Mont-Liban, Lebanon	LE	LE05	18808	33.8339	35.5442	-801097	4	Baabda, Mont-Liban, Lebanon	LE	LE05	18808	33.8339	35.5442	-801097	20171107111500	http://nna-leb.gov.lb/en/show-news/85080/Mikati-from-Baabda-palace-says-optimistic-anticipates-swift-solution
704614576	20171107	201711	2017	2017.8411	GOV	STATE MINIST						GOV			LKA	SRI LANKA	LKA								1	060	060	06	2	6.0	7	1	7	2.88461538461539	1	Japan	JA	JA		36	138	JA	1	Sri Lanka	CE	CE		7	81	CE	1	Sri Lanka	CE	CE		7	81	CE	20171107111500	http://www.defence.lk/new.asp?fname=State_Minister_Wijewardene_lauds_Japanese_20171107_04
704614577	20171107	201711	2017	2017.8411	GOV	PRESIDENT						GOV			MNCCHN	BANK OF CHINA	CHN					MNC			1	010	010	01	1	0.0	10	1	10	4.54545454545455	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20171107111500	http://aaj.tv/2017/11/bank-of-china-start-operations-in-pakistan/
704614578	20171107	201711	2017	2017.8411	GOV	CHIEF EXECUTIVE						GOV			NLD	NETHERLANDS	NLD								1	010	010	01	1	0.0	2	1	2	-1.76056338028169	1	Netherlands	NL	NL		52.5	5.75	NL	1	Netherlands	NL	NL		52.5	5.75	NL	1	Netherlands	NL	NL		52.5	5.75	NL	20171107111500	https://www.edie.net/news/4/Big-business-increasing-focus-on-water-management--says-CDP/
704614579	20171107	201711	2017	2017.8411	GOV	CHIEF EXECUTIVE						GOV			NLD	NETHERLANDS	NLD								1	013	013	01	1	0.4	2	1	2	-1.76056338028169	1	Netherlands	NL	NL		52.5	5.75	NL	1	Netherlands	NL	NL		52.5	5.75	NL	1	Netherlands	NL	NL		52.5	5.75	NL	20171107111500	https://www.edie.net/news/4/Big-business-increasing-focus-on-water-management--says-CDP/
704614580	20171107	201711	2017	2017.8411	GOV	REGIME						GOV			OPP	PRISONER						OPP			1	111	111	11	3	-2.0	2	1	2	-7.13178294573643	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	20171107111500	https://www.thesun.co.uk/news/4860372/boris-johnson-calls-iranian-foreign-minister-to-plead-for-mercy-for-british-mum-who-faces-five-more-years-in-jail-thanks-to-his-gaffe/
704614581	20171107	201711	2017	2017.8411	GOV	REGIME						GOV			OPP	PRISONER						OPP			1	111	111	11	3	-2.0	7	1	7	-7.13178294573643	1	United Kingdom	UK	UK		54	-4	UK	1	Iran	IR	IR		32	53	IR	1	United Kingdom	UK	UK		54	-4	UK	20171107111500	https://www.thesun.co.uk/news/4860372/boris-johnson-calls-iranian-foreign-minister-to-plead-for-mercy-for-british-mum-who-faces-five-more-years-in-jail-thanks-to-his-gaffe/
704614582	20171107	201711	2017	2017.8411	GOV	REGIME						GOV			OPP	PRISONER						OPP			1	111	111	11	3	-2.0	1	1	1	-7.13178294573643	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20171107111500	https://www.thesun.co.uk/news/4860372/boris-johnson-calls-iranian-foreign-minister-to-plead-for-mercy-for-british-mum-who-faces-five-more-years-in-jail-thanks-to-his-gaffe/
704614583	20171107	201711	2017	2017.8411	GOV	PRIME MINISTER						GOV			PAK	PAKISTAN	PAK								1	051	051	05	1	3.4	10	1	10	-2.6865671641791	4	Kashmir, North-West Frontier, Pakistan	PK	PK03	40350	34.796	72.1502	-2764806	4	Kashmir, North-West Frontier, Pakistan	PK	PK03	40350	34.796	72.1502	-2764806	4	Kashmir, North-West Frontier, Pakistan	PK	PK03	40350	34.796	72.1502	-2764806	20171107111500	http://vothemes.com/2017/11/idea-of-independent-kashmir-unreal-pakistan-pm/
704614584	20171107	201711	2017	2017.8411	GOV	PRESIDENT						GOV			PHL	PHILIPPINE	PHL								1	036	036	03	1	4.0	2	1	2	1.58730158730159	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	4	Taguig, City of Taguig, Philippines	RP	RPN6	24229	14.5243	121.079	-2455402	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	20171107111500	http://globalnation.inquirer.net/161525/breaking-duterte-us-apec-vietnam-donald-trump-philippines-best-friend-asean-foreign-relations
704614585	20171107	201711	2017	2017.8411	GOV	PRIME MINISTER						GOV			PRK	PYONGYANG	PRK								1	040	040	04	1	1.0	3	1	3	-1.10344827586207	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	20171107111500	https://www.forbes.com/sites/ralphjennings/2017/11/07/want-to-make-trump-happy-asia-say-these-three-words/
704614586	20171107	201711	2017	2017.8411	GOV	PRIME MINISTER						GOV			PRK	PYONGYANG	PRK								1	040	040	04	1	1.0	1	1	1	-1.10344827586207	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171107111500	https://www.forbes.com/sites/ralphjennings/2017/11/07/want-to-make-trump-happy-asia-say-these-three-words/
704614587	20171107	201711	2017	2017.8411	GOV	PRIME MINISTER						GOV			PRK	PYONGYANG	PRK								1	040	040	04	1	1.0	4	1	4	-1.10344827586207	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	20171107111500	https://www.forbes.com/sites/ralphjennings/2017/11/07/want-to-make-trump-happy-asia-say-these-three-words/
704614588	20171107	201711	2017	2017.8411	GOV	PRIME MINISTER						GOV			PRK	PYONGYANG	PRK								1	040	040	04	1	1.0	1	1	1	-1.10344827586207	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20171107111500	https://www.forbes.com/sites/ralphjennings/2017/11/07/want-to-make-trump-happy-asia-say-these-three-words/
704614589	20171107	201711	2017	2017.8411	GOV	PRESIDENT						GOV			PRK	NORTH KOREA	PRK								1	181	181	18	4	-9.0	4	1	4	0.19255455712452	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20171107111500	http://www.ivpressonline.com/news/world/trump-projects-optimism-ahead-of-south-korea-talks/article_c22afc3d-6730-56f6-a592-429f02d82d74.html
704614590	20171107	201711	2017	2017.8411	GOV	PRESIDENT						GOV			PRK	NORTH KOREA	PRK								1	181	181	18	4	-9.0	2	1	2	0.19255455712452	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20171107111500	http://www.ivpressonline.com/news/world/trump-projects-optimism-ahead-of-south-korea-talks/article_c22afc3d-6730-56f6-a592-429f02d82d74.html
704614591	20171107	201711	2017	2017.8411	GOV	ADMINISTRATION						GOV			PSE	WEST BANK	PSE								1	040	040	04	1	1.0	10	1	10	-0.41580041580041	1	West Bank	WE	WE		31.666667	35.25	WE	1	West Bank	WE	WE		31.666667	35.25	WE	1	West Bank	WE	WE		31.666667	35.25	WE	20171107111500	https://www.haaretz.com/israel-news/1.821408
704614592	20171107	201711	2017	2017.8411	GOV	ADMINISTRATION						GOV			PSE	WEST BANK	PSE								1	051	051	05	1	3.4	10	1	10	-0.41580041580041	1	West Bank	WE	WE		31.666667	35.25	WE	1	West Bank	WE	WE		31.666667	35.25	WE	1	West Bank	WE	WE		31.666667	35.25	WE	20171107111500	https://www.haaretz.com/israel-news/1.821408
704614593	20171107	201711	2017	2017.8411	GOV	PRESIDENT						GOV			SGP	SINGAPORE	SGP								1	051	051	05	1	3.4	3	1	3	4.1343669250646	4	Tuas, Singapore (general), Singapore	SN	SN00	18585	1.32139	103.657	-73725	4	Tuas, Singapore (general), Singapore	SN	SN00	18585	1.32139	103.657	-73725	4	Tuas, Singapore (general), Singapore	SN	SN00	18585	1.32139	103.657	-73725	20171107111500	https://www.green4sea.com/shell-opens-new-lubricant-plant-in-singapore/
