704074459	20171105	201711	2017	2017.8356	KEN	KENYAN	KEN																		1	111	111	11	3	-2.0	6	1	6	0	1	Ethiopia	ET	ET		8	38	ET	0								1	Ethiopia	ET	ET		8	38	ET	20171105130000	https://www.standardmedia.co.ke/ureport/story/2001259384/kenyans-on-twitter-scold-miguna-over-election-fraud-claims
704074460	20171105	201711	2017	2017.8356	KEN	KENYAN	KEN								IRQ	ASSUR	IRQ								1	060	060	06	2	6.0	7	1	7	-5	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	20171105130000	http://www.firstpost.com/india/sushma-swaraj-condoles-death-of-indian-origin-kenyan-man-assures-assistance-to-family-4194231.html
704074461	20171105	201711	2017	2017.8356	KENGOV	KENYA	KEN					GOV			KEN	KENYA	KEN								1	018	018	01	1	3.4	10	1	10	-10.948905109489	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	20171105130000	http://www.business-standard.com/article/news-ani/swaraj-condoles-death-of-indian-origin-boy-killed-in-kenya-117110500486_1.html
704074462	20171105	201711	2017	2017.8356	KENGOV	KENYA	KEN					GOV			USAGOV	NASA	USA					GOV			1	051	051	05	1	3.4	2	1	2	-3.23741007194245	1	Kenya	KE	KE		1	38	KE	1	Kenya	KE	KE		1	38	KE	1	Kenya	KE	KE		1	38	KE	20171105130000	https://www.the-star.co.ke/news/2017/11/05/nasa-supporters-to-suffer-more-from-products-boycott-governor-tolgos_c1664552
704074463	20171105	201711	2017	2017.8356	KHM	CAMBODIA	KHM																		1	100	100	10	3	-5.0	10	1	10	-6.84410646387833	4	Khanh Hoa, An Giang, Vietnam, Republic Of	VM	VM01	32180	10.6833	105.167	-3716497	0								4	Khanh Hoa, An Giang, Vietnam, Republic Of	VM	VM01	32180	10.6833	105.167	-3716497	20171105130000	http://sggpnews.org.vn/nature/weather/flooding-flash-flood-and-landslide-warned-in-central-central-highlands-70915.html
704074464	20171105	201711	2017	2017.8356	KOR	SEOUL	KOR																		1	141	141	14	3	-6.5	1	1	1	-5.3030303030303	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	0								1	North Korea	KN	KN		40	127	KN	20171105130000	http://staugustine.com/2017-11-05/s-korean-demonstrations-mark-conflicting-concerns-about-trump-nkorea
704074465	20171105	201711	2017	2017.8356	KOR	SEOUL	KOR																		1	141	141	14	3	-6.5	1	1	1	-5.3030303030303	1	North Korea	KN	KN		40	127	KN	0								1	North Korea	KN	KN		40	127	KN	20171105130000	http://staugustine.com/2017-11-05/s-korean-demonstrations-mark-conflicting-concerns-about-trump-nkorea
704074466	20171105	201711	2017	2017.8356	KOR	SOUTH KOREAN	KOR								GOV	PRESIDENT						GOV			1	042	042	04	1	1.9	8	1	8	-5.3030303030303	1	North Korea	KN	KN		40	127	KN	1	North Korea	KN	KN		40	127	KN	1	North Korea	KN	KN		40	127	KN	20171105130000	http://staugustine.com/2017-11-05/s-korean-demonstrations-mark-conflicting-concerns-about-trump-nkorea
704074467	20171105	201711	2017	2017.8356	KOR	REPUBLIC OF KOREA	KOR								MIL	MILITARY						MIL			0	051	051	05	1	3.4	2	1	2	-5.3030303030303	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	1	North Korea	KN	KN		40	127	KN	1	North Korea	KN	KN		40	127	KN	20171105130000	http://staugustine.com/2017-11-05/s-korean-demonstrations-mark-conflicting-concerns-about-trump-nkorea
704074468	20171105	201711	2017	2017.8356	KOR	SOUTH KOREA	KOR								PRK	NORTH KOREA	PRK								1	194	194	19	4	-10.0	2	1	2	-3.50877192982456	1	Syria	SY	SY		35	38	SY	4	Parry Sound, Ontario, Canada	CA	CA08	12673	45.3333	-80.0333	-570949	4	Parry Sound, Ontario, Canada	CA	CA08	12673	45.3333	-80.0333	-570949	20171105130000	https://www.parrysound.com/news-story/7773635-grim-cost-predicted-in-effort-to-destroy-north-korea-s-nukes/
704074469	20171105	201711	2017	2017.8356	KOR	SOUTH KOREA	KOR								PRK	NORTH KOREA	PRK								1	194	194	19	4	-10.0	8	1	8	-3.50877192982456	1	Syria	SY	SY		35	38	SY	1	Syria	SY	SY		35	38	SY	1	Syria	SY	SY		35	38	SY	20171105130000	https://www.parrysound.com/news-story/7773635-grim-cost-predicted-in-effort-to-destroy-north-korea-s-nukes/
704074470	20171105	201711	2017	2017.8356	KOR	SOUTH KOREA	KOR								USA	AMERICAN	USA								0	110	110	11	3	-2.0	1	1	1	-5.3030303030303	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171105130000	http://staugustine.com/2017-11-05/s-korean-demonstrations-mark-conflicting-concerns-about-trump-nkorea
704074471	20171105	201711	2017	2017.8356	KORGOV	S. KOREA	KOR					GOV			KOR	SEOUL	KOR								1	040	040	04	1	1.0	6	1	6	2.20820189274448	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171105130000	http://english.yonhapnews.co.kr/northkorea/2017/11/05/0401000000AEN20171105003251315.html
704074472	20171105	201711	2017	2017.8356	KORMIL	REPUBLIC OF KOREA	KOR					MIL			MIL	MILITARY						MIL			0	051	051	05	1	3.4	5	1	5	-5.3030303030303	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	1	North Korea	KN	KN		40	127	KN	1	North Korea	KN	KN		40	127	KN	20171105130000	http://staugustine.com/2017-11-05/s-korean-demonstrations-mark-conflicting-concerns-about-trump-nkorea
704074473	20171105	201711	2017	2017.8356	KWT	KUWAIT	KWT								LBNELIGOV	MICHEL AOUN	LBN					ELI	GOV		0	043	043	04	1	2.8	2	1	2	-4.64646464646465	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	20171105130000	https://aawsat.com/english/home/article/1074216/lebanon-plunges-govt-crisis-after-hariri-resignation-given-lack-replacement
704074474	20171105	201711	2017	2017.8356	KWT	KUWAIT	KWT								LBNELIGOV	MICHEL AOUN	LBN					ELI	GOV		0	043	043	04	1	2.8	2	1	2	-4.64646464646465	1	Kuwait	KU	KU		29.5	47.75	KU	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	1	Kuwait	KU	KU		29.5	47.75	KU	20171105130000	https://aawsat.com/english/home/article/1074216/lebanon-plunges-govt-crisis-after-hariri-resignation-given-lack-replacement
704074475	20171105	201711	2017	2017.8356	KWT	KUWAIT	KWT								LBNELIGOV	MICHEL AOUN	LBN					ELI	GOV		0	043	043	04	1	2.8	6	1	6	-4.64646464646465	1	Kuwait	KU	KU		29.5	47.75	KU	1	Kuwait	KU	KU		29.5	47.75	KU	1	Kuwait	KU	KU		29.5	47.75	KU	20171105130000	https://aawsat.com/english/home/article/1074216/lebanon-plunges-govt-crisis-after-hariri-resignation-given-lack-replacement
704074476	20171105	201711	2017	2017.8356	LAB	WORKER						LAB													0	110	110	11	3	-2.0	10	1	10	-10.3529411764706	4	Northumbria, Northumberland, United Kingdom	UK	UKJ6	40125	55	-2.5	-2604405	0								4	Northumbria, Northumberland, United Kingdom	UK	UKJ6	40125	55	-2.5	-2604405	20171105130000	http://www.dailymail.co.uk/news/article-5051457/Sex-trafficker-Carolann-Gallon-attacked-bars.html
704074477	20171105	201711	2017	2017.8356	LAB	WORKER						LAB			AFR	AFRICA	AFR								1	143	143	14	3	-6.5	10	1	10	-3.18181818181818	1	Tanzania	TZ	TZ		-6	35	TZ	1	Tanzania	TZ	TZ		-6	35	TZ	1	Tanzania	TZ	TZ		-6	35	TZ	20171105130000	https://www.fin24.com/Companies/Mining/diamond-stocks-are-crashing-this-year-but-gem-prices-arent-20171002
704074478	20171105	201711	2017	2017.8356	LAB	WORKER						LAB			CAN	ONTARIO	CAN								1	051	051	05	1	3.4	10	1	10	-5.23864959254948	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	20171105130000	https://www.thestar.com/news/gta/2017/11/05/violence-against-health-care-workers-out-of-control-survey-finds.html
704074479	20171105	201711	2017	2017.8356	LAB	EMPLOYEE						LAB			CVL	COMMUNITY						CVL			1	051	051	05	1	3.4	4	1	4	5.63380281690141	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20171105130000	http://thetimes-tribune.com/news/namedropper-11-4-17-1.2264324
704074480	20171105	201711	2017	2017.8356	LAB	EMPLOYEE						LAB			CVL	COMMUNITY						CVL			1	051	051	05	1	3.4	6	1	6	5.63380281690141	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20171105130000	http://thetimes-tribune.com/news/namedropper-11-4-17-1.2264324
704074481	20171105	201711	2017	2017.8356	LAB	WORKER						LAB			IND	KARNATAKA	IND								1	046	046	04	1	7.0	5	1	5	-2.68456375838927	4	Surat, Gujarat, India	IN	IN09	70127	20.9667	72.9	-2098110	4	Surat, Gujarat, India	IN	IN09	70127	20.9667	72.9	-2098110	4	Surat, Gujarat, India	IN	IN09	70127	20.9667	72.9	-2098110	20171105130000	http://www.newsnow.in/news/parivartana-yatra-bsy-boosts-morale-of-his-aides
704074482	20171105	201711	2017	2017.8356	LBN	LEBANON	LBN																		0	041	041	04	1	1.0	5	1	5	-4.64646464646465	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	0								4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	20171105130000	https://aawsat.com/english/home/article/1074216/lebanon-plunges-govt-crisis-after-hariri-resignation-given-lack-replacement
704074483	20171105	201711	2017	2017.8356	LBN	LEBANON	LBN								GOV	KINGDOM						GOV			1	020	020	02	1	3.0	2	1	2	-9.73451327433631	1	Lebanon	LE	LE		33.833333	35.833333	LE	1	Lebanon	LE	LE		33.833333	35.833333	LE	1	Lebanon	LE	LE		33.833333	35.833333	LE	20171105130000	http://www.islamicinvitationturkey.com/2017/11/05/sayyed-nasrallah-comments-on-harrirs-resignation-via-al-manar-tonight/
704074484	20171105	201711	2017	2017.8356	LBN	LEBANESE	LBN								GOV	PRIME MINISTER						GOV			1	051	051	05	1	3.4	3	1	3	-3.89016018306636	1	Iran	IR	IR		32	53	IR	4	Arsal, Mohafazat Baalbek-Hermel, Lebanon	LE	LE11	26358	34.1794	36.4208	-804687	1	Iran	IR	IR		32	53	IR	20171105130000	https://aawsat.com/english/home/article/1074266/lebanon%E2%80%99s-geagea-hariri-resigned-because-govt-was-prevented-functioning
704074485	20171105	201711	2017	2017.8356	LBN	LEBANESE	LBN								GOV	PRIME MINISTER						GOV			1	0831	083	08	2	5.0	3	1	3	-3.89016018306636	4	Arsal, Mohafazat Baalbek-Hermel, Lebanon	LE	LE11	26358	34.1794	36.4208	-804687	4	Arsal, Mohafazat Baalbek-Hermel, Lebanon	LE	LE11	26358	34.1794	36.4208	-804687	4	Arsal, Mohafazat Baalbek-Hermel, Lebanon	LE	LE11	26358	34.1794	36.4208	-804687	20171105130000	https://aawsat.com/english/home/article/1074266/lebanon%E2%80%99s-geagea-hariri-resigned-because-govt-was-prevented-functioning
704074486	20171105	201711	2017	2017.8356	LBN	BEIRUT	LBN								IRN	IRANIAN	IRN								1	040	040	04	1	1.0	2	1	2	-4.64646464646465	1	Iran	IR	IR		32	53	IR	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	1	Iran	IR	IR		32	53	IR	20171105130000	https://aawsat.com/english/home/article/1074216/lebanon-plunges-govt-crisis-after-hariri-resignation-given-lack-replacement
704074487	20171105	201711	2017	2017.8356	LBN	LEBANON	LBN								IRN	IRAN	IRN								1	0831	083	08	2	5.0	8	1	8	-4.64646464646465	1	Egypt	EG	EG		27	30	EG	1	Egypt	EG	EG		27	30	EG	1	Egypt	EG	EG		27	30	EG	20171105130000	https://aawsat.com/english/home/article/1074216/lebanon-plunges-govt-crisis-after-hariri-resignation-given-lack-replacement
704074488	20171105	201711	2017	2017.8356	LBN	LEBANON	LBN								IRN	IRAN	IRN								1	0831	083	08	2	5.0	2	1	2	-4.64646464646465	1	Kuwait	KU	KU		29.5	47.75	KU	1	Egypt	EG	EG		27	30	EG	1	Egypt	EG	EG		27	30	EG	20171105130000	https://aawsat.com/english/home/article/1074216/lebanon-plunges-govt-crisis-after-hariri-resignation-given-lack-replacement
704074489	20171105	201711	2017	2017.8356	LBN	LEBANON	LBN								IRN	IRAN	IRN								0	140	140	14	3	-6.5	2	1	2	-3.89016018306636	4	Arsal, Mohafazat Baalbek-Hermel, Lebanon	LE	LE11	26358	34.1794	36.4208	-804687	4	Arsal, Mohafazat Baalbek-Hermel, Lebanon	LE	LE11	26358	34.1794	36.4208	-804687	4	Arsal, Mohafazat Baalbek-Hermel, Lebanon	LE	LE11	26358	34.1794	36.4208	-804687	20171105130000	https://aawsat.com/english/home/article/1074266/lebanon%E2%80%99s-geagea-hariri-resigned-because-govt-was-prevented-functioning
704074490	20171105	201711	2017	2017.8356	LBN	LEBANON	LBN								IRN	IRAN	IRN								0	140	140	14	3	-6.5	2	1	2	-3.89016018306636	4	Arsal, Mohafazat Baalbek-Hermel, Lebanon	LE	LE11	26358	34.1794	36.4208	-804687	1	Iran	IR	IR		32	53	IR	4	Arsal, Mohafazat Baalbek-Hermel, Lebanon	LE	LE11	26358	34.1794	36.4208	-804687	20171105130000	https://aawsat.com/english/home/article/1074266/lebanon%E2%80%99s-geagea-hariri-resigned-because-govt-was-prevented-functioning
704074491	20171105	201711	2017	2017.8356	LBN	LEBANON	LBN								IRN	IRAN	IRN								0	141	141	14	3	-6.5	2	1	2	-3.89016018306636	4	Arsal, Mohafazat Baalbek-Hermel, Lebanon	LE	LE11	26358	34.1794	36.4208	-804687	4	Arsal, Mohafazat Baalbek-Hermel, Lebanon	LE	LE11	26358	34.1794	36.4208	-804687	4	Arsal, Mohafazat Baalbek-Hermel, Lebanon	LE	LE11	26358	34.1794	36.4208	-804687	20171105130000	https://aawsat.com/english/home/article/1074266/lebanon%E2%80%99s-geagea-hariri-resigned-because-govt-was-prevented-functioning
704074492	20171105	201711	2017	2017.8356	LBN	LEBANON	LBN								IRN	IRAN	IRN								0	141	141	14	3	-6.5	2	1	2	-3.89016018306636	4	Arsal, Mohafazat Baalbek-Hermel, Lebanon	LE	LE11	26358	34.1794	36.4208	-804687	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	20171105130000	https://aawsat.com/english/home/article/1074266/lebanon%E2%80%99s-geagea-hariri-resigned-because-govt-was-prevented-functioning
704074493	20171105	201711	2017	2017.8356	LBN	LEBANON	LBN								KWT	KUWAIT	KWT								0	160	160	16	4	-4.0	2	1	2	-4.64646464646465	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	20171105130000	https://aawsat.com/english/home/article/1074216/lebanon-plunges-govt-crisis-after-hariri-resignation-given-lack-replacement
704074494	20171105	201711	2017	2017.8356	LBN	LEBANON	LBN								KWT	KUWAIT	KWT								0	160	160	16	4	-4.0	2	1	2	-4.64646464646465	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	1	Kuwait	KU	KU		29.5	47.75	KU	1	Kuwait	KU	KU		29.5	47.75	KU	20171105130000	https://aawsat.com/english/home/article/1074216/lebanon-plunges-govt-crisis-after-hariri-resignation-given-lack-replacement
704074495	20171105	201711	2017	2017.8356	LBN	LEBANON	LBN								MIL	ARMY						MIL			1	043	043	04	1	2.8	2	1	2	-3.89016018306636	4	Arsal, Mohafazat Baalbek-Hermel, Lebanon	LE	LE11	26358	34.1794	36.4208	-804687	4	Arsal, Mohafazat Baalbek-Hermel, Lebanon	LE	LE11	26358	34.1794	36.4208	-804687	4	Arsal, Mohafazat Baalbek-Hermel, Lebanon	LE	LE11	26358	34.1794	36.4208	-804687	20171105130000	https://aawsat.com/english/home/article/1074266/lebanon%E2%80%99s-geagea-hariri-resigned-because-govt-was-prevented-functioning
704074496	20171105	201711	2017	2017.8356	LBNELIGOV	MICHEL AOUN	LBN					ELI	GOV		KWT	KUWAIT	KWT								0	042	042	04	1	1.9	2	1	2	-4.64646464646465	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	20171105130000	https://aawsat.com/english/home/article/1074216/lebanon-plunges-govt-crisis-after-hariri-resignation-given-lack-replacement
704074497	20171105	201711	2017	2017.8356	LBNELIGOV	MICHEL AOUN	LBN					ELI	GOV		KWT	KUWAIT	KWT								0	042	042	04	1	1.9	2	1	2	-4.64646464646465	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	1	Kuwait	KU	KU		29.5	47.75	KU	1	Kuwait	KU	KU		29.5	47.75	KU	20171105130000	https://aawsat.com/english/home/article/1074216/lebanon-plunges-govt-crisis-after-hariri-resignation-given-lack-replacement
704074498	20171105	201711	2017	2017.8356	LBNELIGOV	MICHEL AOUN	LBN					ELI	GOV		KWT	KUWAIT	KWT								0	042	042	04	1	1.9	6	1	6	-4.64646464646465	1	Kuwait	KU	KU		29.5	47.75	KU	1	Kuwait	KU	KU		29.5	47.75	KU	1	Kuwait	KU	KU		29.5	47.75	KU	20171105130000	https://aawsat.com/english/home/article/1074216/lebanon-plunges-govt-crisis-after-hariri-resignation-given-lack-replacement
704074499	20171105	201711	2017	2017.8356	LBNELIGOV	MICHEL AOUN	LBN					ELI	GOV		KWT	KUWAIT	KWT								0	160	160	16	4	-4.0	6	1	6	-4.64646464646465	1	Kuwait	KU	KU		29.5	47.75	KU	1	Kuwait	KU	KU		29.5	47.75	KU	1	Kuwait	KU	KU		29.5	47.75	KU	20171105130000	https://aawsat.com/english/home/article/1074216/lebanon-plunges-govt-crisis-after-hariri-resignation-given-lack-replacement
704074500	20171105	201711	2017	2017.8356	LEG	SENATOR						LEG													0	036	036	03	1	4.0	1	1	1	-2.5910931174089	3	Atlantic County, New Jersey, United States	US	USNJ	NJ001	39.4668	-74.6663	882270	0								3	Atlantic City, New Jersey, United States	US	USNJ		39.3643	-74.4229	874413	20171105130000	http://www.philly.com/philly/news/new_jersey/shore/atlantic-city-election-mayor-ballot-guardian-gilliam-boardwalk-empire-20171105.html
704074501	20171105	201711	2017	2017.8356	LEG	LAWMAKER						LEG													0	071	071	07	2	7.4	6	1	6	-3.02724520686175	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	0								2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20171105130000	http://thetimes-tribune.com/opinion/letters/letters-to-the-editor-11-05-2017-1.2264143
704074502	20171105	201711	2017	2017.8356	LEG	PARLIAMENTARIAN						LEG			GOV	CABINET						GOV			0	020	020	02	1	3.0	6	1	6	-2.03549060542797	4	Tangalle, Southern, Sri Lanka	CE	CE34	25847	6.024	80.7911	-2236847	4	Tangalle, Southern, Sri Lanka	CE	CE34	25847	6.024	80.7911	-2236847	4	Tangalle, Southern, Sri Lanka	CE	CE34	25847	6.024	80.7911	-2236847	20171105130000	http://www.uktamilnews.com/?p=26727
704074503	20171105	201711	2017	2017.8356	LEG	LEGISLATURE						LEG			GOV	CABINET						GOV			1	046	046	04	1	7.0	5	1	5	-1.31578947368421	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20171105130000	http://buffalonews.com/2017/11/05/legislator-lorigo-to-talk-tax-reform-at-white-house/
704074504	20171105	201711	2017	2017.8356	LEG	LAWMAKER						LEG			GOV	ADMINISTRATION						GOV			1	071	071	07	2	7.4	5	1	5	-4.77272727272728	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20171105130000	https://whyy.org/articles/pa-lawmakers-wolf-administration-poised-fight-jobless-program-funding/
704074505	20171105	201711	2017	2017.8356	LEG	PARLIAMENTARIAN						LEG			LKA	COLOMBO	LKA								1	013	013	01	1	0.4	10	1	10	-1.53172866520787	4	Kollupitiya, Western, Sri Lanka	CE	CE36	25851	6.88333	79.85	-2224262	4	Kollupitiya, Western, Sri Lanka	CE	CE36	25851	6.88333	79.85	-2224262	4	Kollupitiya, Western, Sri Lanka	CE	CE36	25851	6.88333	79.85	-2224262	20171105130000	http://www.uktamilnews.com/?m=20171105
704074506	20171105	201711	2017	2017.8356	LEG	SENATE PRESIDENT						LEG			MED	TELEVISION						MED			0	072	072	07	2	8.3	6	1	6	-2.5910931174089	3	Atlantic County, New Jersey, United States	US	USNJ	NJ001	39.4668	-74.6663	882270	3	Atlantic County, New Jersey, United States	US	USNJ		39.4668	-74.6663	882270	3	Atlantic County, New Jersey, United States	US	USNJ		39.4668	-74.6663	882270	20171105130000	http://www.philly.com/philly/news/new_jersey/shore/atlantic-city-election-mayor-ballot-guardian-gilliam-boardwalk-empire-20171105.html
704074507	20171105	201711	2017	2017.8356	LEG	SENATOR						LEG			USA	UNITED STATES	USA								0	036	036	03	1	4.0	2	1	2	-2.5910931174089	3	Atlantic County, New Jersey, United States	US	USNJ	NJ001	39.4668	-74.6663	882270	3	Atlantic County, New Jersey, United States	US	USNJ		39.4668	-74.6663	882270	3	Atlantic City, New Jersey, United States	US	USNJ		39.3643	-74.4229	874413	20171105130000	http://www.philly.com/philly/news/new_jersey/shore/atlantic-city-election-mayor-ballot-guardian-gilliam-boardwalk-empire-20171105.html
704074508	20171105	201711	2017	2017.8356	LEG	SENATE PRESIDENT						LEG			USA	UNITED STATES	USA								0	072	072	07	2	8.3	2	1	2	-2.5910931174089	3	Atlantic County, New Jersey, United States	US	USNJ	NJ001	39.4668	-74.6663	882270	3	Atlantic County, New Jersey, United States	US	USNJ		39.4668	-74.6663	882270	3	Atlantic County, New Jersey, United States	US	USNJ		39.4668	-74.6663	882270	20171105130000	http://www.philly.com/philly/news/new_jersey/shore/atlantic-city-election-mayor-ballot-guardian-gilliam-boardwalk-empire-20171105.html
704074509	20171105	201711	2017	2017.8356	LEG	LEGISLATOR						LEG			USA	UNITED STATES	USA								1	111	111	11	3	-2.0	4	1	4	-2.5910931174089	3	Atlantic County, New Jersey, United States	US	USNJ	NJ001	39.4668	-74.6663	882270	3	Atlantic County, New Jersey, United States	US	USNJ		39.4668	-74.6663	882270	3	Atlantic County, New Jersey, United States	US	USNJ		39.4668	-74.6663	882270	20171105130000	http://www.philly.com/philly/news/new_jersey/shore/atlantic-city-election-mayor-ballot-guardian-gilliam-boardwalk-empire-20171105.html
704074510	20171105	201711	2017	2017.8356	LEG	LEGISLATOR						LEG			USA	UNITED STATES	USA								1	111	111	11	3	-2.0	1	1	1	-2.5910931174089	3	Camden County, New Jersey, United States	US	USNJ	NJ007	39.7834	-74.9663	882273	3	Atlantic County, New Jersey, United States	US	USNJ		39.4668	-74.6663	882270	3	Camden County, New Jersey, United States	US	USNJ		39.7834	-74.9663	882273	20171105130000	http://www.philly.com/philly/news/new_jersey/shore/atlantic-city-election-mayor-ballot-guardian-gilliam-boardwalk-empire-20171105.html
704074511	20171105	201711	2017	2017.8356	LEG	LEGISLATOR						LEG			USA	UNITED STATES	USA								1	111	111	11	3	-2.0	1	1	1	-2.5910931174089	3	Camden County, New Jersey, United States	US	USNJ	NJ007	39.7834	-74.9663	882273	3	Camden County, New Jersey, United States	US	USNJ		39.7834	-74.9663	882273	3	Camden County, New Jersey, United States	US	USNJ		39.7834	-74.9663	882273	20171105130000	http://www.philly.com/philly/news/new_jersey/shore/atlantic-city-election-mayor-ballot-guardian-gilliam-boardwalk-empire-20171105.html
704074512	20171105	201711	2017	2017.8356	LEG	LEGISLATURE						LEG			USAGOV	THE WHITE HOUSE	USA					GOV			1	036	036	03	1	4.0	3	1	3	-1.31578947368421	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20171105130000	http://buffalonews.com/2017/11/05/legislator-lorigo-to-talk-tax-reform-at-white-house/
704074513	20171105	201711	2017	2017.8356	LKA	SRI LANKA	LKA																		0	010	010	01	1	0.0	3	1	3	-2.03549060542797	4	Anamaduwa, North Western, Sri Lanka	CE	CE32	25838	7.8786	80.008	-2212519	0								4	Anamaduwa, North Western, Sri Lanka	CE	CE32	25838	7.8786	80.008	-2212519	20171105130000	http://www.uktamilnews.com/?p=26727
704074514	20171105	201711	2017	2017.8356	LKA	SRI LANKA	LKA																		0	040	040	04	1	1.0	6	1	4	-2.03549060542797	4	Tangalle, Southern, Sri Lanka	CE	CE34	25847	6.024	80.7911	-2236847	0								4	Tangalle, Southern, Sri Lanka	CE	CE34	25847	6.024	80.7911	-2236847	20171105130000	http://www.uktamilnews.com/?p=26727
704074515	20171105	201711	2017	2017.8356	LKA	SRI LANKA	LKA																		0	042	042	04	1	1.9	4	1	4	-2.03549060542797	4	Tangalle, Southern, Sri Lanka	CE	CE34	25847	6.024	80.7911	-2236847	0								4	Tangalle, Southern, Sri Lanka	CE	CE34	25847	6.024	80.7911	-2236847	20171105130000	http://www.uktamilnews.com/?p=26727
704074516	20171105	201711	2017	2017.8356	LKA	SRI LANKA	LKA																		1	110	110	11	3	-2.0	8	1	4	-0.93153237074989	4	Kurunegala District, North Western, Sri Lanka	CE	CE32	25837	7.75	80.25	-2225897	0								4	Kurunegala District, North Western, Sri Lanka	CE	CE32	25837	7.75	80.25	-2225897	20171105130000	http://www.uktamilnews.com/?p=26722
704074517	20171105	201711	2017	2017.8356	LKA	SRI LANKA	LKA																		0	110	110	11	3	-2.0	4	1	4	-2.03549060542797	4	Tangalle, Southern, Sri Lanka	CE	CE34	25847	6.024	80.7911	-2236847	0								4	Tangalle, Southern, Sri Lanka	CE	CE34	25847	6.024	80.7911	-2236847	20171105130000	http://www.uktamilnews.com/?p=26727
704074518	20171105	201711	2017	2017.8356	LKA	SRI LANKA	LKA																		0	120	120	12	3	-4.0	4	1	4	-2.03549060542797	4	Anamaduwa, North Western, Sri Lanka	CE	CE32	25838	7.8786	80.008	-2212519	0								4	Anamaduwa, North Western, Sri Lanka	CE	CE32	25838	7.8786	80.008	-2212519	20171105130000	http://www.uktamilnews.com/?p=26727
